condition,park_id,name,area_m2,greenspace_type,mean_woody,mean_grass,total_veg_idx,woody_ratio,grass_ratio,structure_cat,clase,comuna,temp_am_c,temp_af_c,temp_pm_c,area_ha,stgohot_decile_mean,woody_decile,temp_decile,length_decile,priority_score,sampling_priority
Good condition,414,Plaza El Convento / Los Monjes,6563.97985194,Lawn Park,0.08074060082435608,0.03919276222586632,0.1199333630502224,0.672651326036528,0.32651557225359024,High Woody Cover,PLAZA,LAS CONDES,16.914731979370117,29.9055118560791,27.508468627929688,0.66,6,1,1,NA,1,P4 — Grass + Cool
Good condition,2,PISCINA MUNICIPAL,20922.78574327,Lawn Park,0.08222392946481705,0.045108698308467865,0.1273326277732849,0.6452345125543628,0.35398075906211907,High Woody Cover,PARQUE,ESTACION CENTRA,18.638751983642578,31.121631622314453,28.307252883911133,2.09,NA,1,NA,NA,NA,P5 — Intermediate
Good condition,16,PLAZA LORETO COUSINO,17338.3223238,Lawn Park,0.08255942910909653,0.03417790308594704,0.11673733219504356,0.7066185743720604,0.29252553480844473,High Woody Cover,PLAZA,PROVIDENCIA,19.482967376708984,32.13197708129883,29.299787521362305,1.73,NA,4,NA,NA,NA,P5 — Intermediate
Good condition,17,PLAZA INES DE SUAREZ,17125.20172486,Lawn Park,0.07228846102952957,0.0316937230527401,0.10398218408226967,0.6945325145405347,0.30450670623599163,High Woody Cover,PLAZA,PROVIDENCIA,19.0775203704834,31.717151641845703,29.327369689941406,1.71,NA,2,NA,NA,NA,P5 — Intermediate
Good condition,32,PLAZA DE LA AVIACION,15187.54495329,Lawn Park,0.08280099928379059,0.0402393639087677,0.12304036319255829,0.6724115240289829,0.3267763945591438,High Woody Cover,PARQUE,PROVIDENCIA,20.543975830078125,31.683992385864258,29.352643966674805,1.52,NA,1,NA,NA,NA,P5 — Intermediate
Good condition,44,PLAZA ERNESTO MERINO SEGURA,20154.22475689,Lawn Park,0.06629958003759384,0.02959568426012993,0.09589526429772377,0.6906546955479962,0.3083035863971437,High Woody Cover,PLAZA,SAN BERNARDO,17.86655044555664,31.061872482299805,27.810890197753906,2.02,NA,1,NA,NA,NA,P5 — Intermediate
Good condition,52,PLAZA DE ARMAS SAN BERNARDO,23998.06112084,Lawn Park,0.0720125064253807,0.027653828263282776,0.09966633468866348,0.7218116877813247,0.2771859700928263,High Woody Cover,PLAZA,SAN BERNARDO,18.45978546142578,31.100046157836914,28.007776260375977,2.4,NA,7,NA,NA,NA,P5 — Intermediate
Good condition,56,JARDINES CASA DE LA CULTURA DE NUNOA,15476.86026012,Lawn Park,0.07314539700746536,0.029437625780701637,0.102583022788167,0.7123416804583445,0.2866844487177872,High Woody Cover,PARQUE,NUNOA,19.084516525268555,32.0546989440918,29.909366607666016,1.55,NA,5,NA,NA,NA,P5 — Intermediate
Good condition,58,PLAZA EGANA,13181.56817208,Lawn Park,0.06202668696641922,0.02651144005358219,0.08853812702000141,0.6997743414910239,0.29909747582549684,High Woody Cover,PLAZA,NUNOA,18.81169319152832,32.26529312133789,29.8741455078125,1.32,NA,2,NA,NA,NA,P5 — Intermediate
Good condition,65,PLAZA SAN MARTIN,11410.28396056,Lawn Park,0.07586358487606049,0.030491763725876808,0.1063553486019373,0.712632910157789,0.2864277288677435,High Woody Cover,PLAZA,CERRILLOS,19.742366790771484,31.895954132080078,29.100000381469727,1.14,NA,5,NA,NA,NA,P5 — Intermediate
Good condition,75,PLAZA REPUBLICA DE TURQUIA,11866.57544248,Lawn Park,0.08835481107234955,0.03284663334488869,0.12120144441723824,0.7283904284637964,0.27078517904458543,High Woody Cover,PLAZA,VITACURA,18.110902786254883,31.133148193359375,29.056774139404297,1.19,NA,8,NA,NA,NA,P5 — Intermediate
Good condition,79,PLAZA PANAMA,12615.33685612,Lawn Park,0.06946808844804764,0.029702695086598396,0.09917078353464603,0.6997838233421709,0.299208830926896,High Woody Cover,PLAZA,VITACURA,18.206085205078125,31.157554626464844,29.503461837768555,1.26,NA,2,NA,NA,NA,P5 — Intermediate
Good condition,85,PLAZA MAYOR,15657.83726191,Lawn Park,0.07275354862213135,0.029355445876717567,0.10210899449884892,0.7118116069809365,0.28721000554455284,High Woody Cover,PLAZA,MAIPU,18.636348724365234,32.08193588256836,28.575639724731445,1.57,NA,5,NA,NA,NA,P5 — Intermediate
Good condition,100,PLAZA MADECO,12276.54172238,Lawn Park,0.07558952271938324,0.0302648413926363,0.10585436411201954,0.7134158498602919,0.2856403475805772,High Woody Cover,PLAZA,SAN MIGUEL,19.90109634399414,31.766386032104492,29.399999618530273,1.23,NA,5,NA,NA,NA,P5 — Intermediate
Good condition,102,PLAZA LLICO,15989.61759629,Lawn Park,0.06432915478944778,0.02748744562268257,0.09181660041213036,0.6998643825055804,0.2990476747337907,High Woody Cover,PLAZA,SAN MIGUEL,19.61002540588379,31.624486923217773,29.299999237060547,1.6,NA,2,NA,NA,NA,P5 — Intermediate
Good condition,106,PLAZA DE ARMAS,11179.15714861,Lawn Park,0.06589267402887344,0.028095072135329247,0.09398774616420269,0.7003321549851669,0.2986050073544912,High Woody Cover,PLAZA,LA PINTANA,18.041072845458984,31.26891326904297,28.311412811279297,1.12,NA,3,NA,NA,NA,P5 — Intermediate
Good condition,120,PLAZA DE ARMAS,14809.89692169,Lawn Park,0.07027793675661087,0.028092460706830025,0.0983703974634409,0.7136960809232333,0.285288385448631,High Woody Cover,PARQUE,PUDAHUEL,18.593643188476562,32.168731689453125,29.830110549926758,1.48,NA,6,NA,NA,NA,P5 — Intermediate
Good condition,142,PLAZA DE QUILICURA,13175.28616189,Lawn Park,0.09123409539461136,0.03349623084068298,0.12473032623529434,0.730864831856988,0.268334080754908,High Woody Cover,PLAZA,QUILICURA,19.477645874023438,32.84615707397461,30.89999771118164,1.32,NA,8,NA,NA,NA,P5 — Intermediate
Good condition,146,PLAZA LO BESA,15296.43233673,Lawn Park,0.07125888019800186,0.03087361343204975,0.10213249363005161,0.6970277029127954,0.3019941345045538,High Woody Cover,PLAZA,QUINTA NORMAL,18.59909439086914,31.899999618530273,29.330381393432617,1.53,NA,2,NA,NA,NA,P5 — Intermediate
Good condition,150,PLAZA JUAN PABLO II,12377.50543706,Lawn Park,0.11094292253255844,0.03755931928753853,0.14850224182009697,0.7465763717539995,0.2527506908880227,High Woody Cover,PLAZA,RECOLETA,19.856515884399414,31.788766860961914,29.22079086303711,1.24,NA,9,NA,NA,NA,P5 — Intermediate
Good condition,194,PLAZA MAYOR,10006.79875304,Lawn Park,0.07169897109270096,0.027326591312885284,0.09902556240558624,0.7233146461185712,0.27567653236684475,High Woody Cover,PLAZA,RENCA,19.251033782958984,33.010398864746094,30.016517639160156,1,NA,7,NA,NA,NA,P5 — Intermediate
Good condition,248,PLAZA NUNOA,34093.79569867,Lawn Park,0.07338014245033264,0.02976514771580696,0.1031452901661396,0.7107359796485753,0.28829545316701294,High Woody Cover,PLAZA,NUNOA,19.56642723083496,31.990610122680664,30.048194885253906,3.41,NA,5,NA,NA,NA,P5 — Intermediate
Good condition,275,PISCINA MUNICIPAL,21764.56165527,Lawn Park,0.09221724420785904,0.037836477160453796,0.13005372136831284,0.7085256052487349,0.2907060725016308,High Woody Cover,CAMPO DEPORTIVO,MAIPU,17.95047378540039,31.599590301513672,28.345043182373047,2.18,NA,4,NA,NA,NA,P5 — Intermediate
Good condition,281,JARDINES DEL TEMPLO,37353.6086934,Lawn Park,0.14938563108444214,0.042051881551742554,0.1914375126361847,0.7799288454173058,0.21954906364278556,High Woody Cover,PLAZA,MAIPU,18.282995223999023,31.3392333984375,28.540857315063477,3.74,NA,10,NA,NA,NA,P5 — Intermediate
Good condition,290,PLAZA ROTONDA QUILIN,15138.65958904,Lawn Park,0.09570228308439255,0.05126120522618294,0.14696348831057549,0.6507548826958601,0.3485651388734038,High Woody Cover,PLAZA,PENALOLEN,18.184253692626953,32.02313995361328,29.86283302307129,1.51,NA,1,NA,NA,NA,P5 — Intermediate
Good condition,370,Plaza Romeral,12735.83559644,Lawn Park,0.06845039874315262,0.026773318648338318,0.09522371739149094,0.7180836062239305,0.2808673369124003,High Woody Cover,PLAZA,QUILICURA,17.752498626708984,32.870426177978516,31.25891876220703,1.27,NA,6,NA,NA,NA,P5 — Intermediate
Good condition,388,Plaza Mustafa Karmal Atatuk,11445.34734146,Lawn Park,0.07758680731058121,0.03027469292283058,0.10786150023341179,0.7186525487589486,0.28042119512397445,High Woody Cover,PLAZA,LAS CONDES,18.9980525970459,31.427227020263672,29.332843780517578,1.14,NA,6,NA,NA,NA,P5 — Intermediate
Good condition,391,Plaza Combate de la Concepción,10960.35139757,Lawn Park,0.08196400851011276,0.03252769634127617,0.11449170485138893,0.7152699980893887,0.2838573383951352,High Woody Cover,PLAZA,LAS CONDES,18.75261878967285,31.527620315551758,29.42597770690918,1.1,NA,6,NA,NA,NA,P5 — Intermediate
Good condition,392,Plaza Brasil,17758.93873453,Lawn Park,0.08482719212770462,0.03405352309346199,0.11888071522116661,0.7129490856566468,0.28621044200450296,High Woody Cover,PLAZA,SANTIAGO,19.953590393066406,31.118242263793945,29.20330047607422,1.78,NA,5,NA,NA,NA,P5 — Intermediate
Good condition,393,Plaza de Armas,15596.95586929,Lawn Park,0.08796635270118713,0.035116519778966904,0.12308287248015404,0.7141118804106421,0.2850763184193851,High Woody Cover,PLAZA,SANTIAGO,20.743528366088867,31.3048152923584,29.059663772583008,1.56,NA,6,NA,NA,NA,P5 — Intermediate
Good condition,394,Plaza de La Constitución,13418.99259223,Lawn Park,0.0864637941122055,0.04424797371029854,0.13071176782250404,0.660978714312053,0.3382568284707975,High Woody Cover,PLAZA,SANTIAGO,20.746063232421875,30.62360191345215,28.93565559387207,1.34,NA,1,NA,NA,NA,P5 — Intermediate
Good condition,400,Plaza Camino Catedral,34418.88164592,Lawn Park,0.09814058244228363,0.03471803665161133,0.13285861909389496,0.7381287735319895,0.26111911276014055,High Woody Cover,PLAZA,LAS CONDES,17.220184326171875,29.826351165771484,27.77970314025879,3.44,NA,8,NA,NA,NA,P5 — Intermediate
Good condition,407,Plaza de La Ciudadanía,27425.37460765,Lawn Park,0.07706892490386963,0.03891130909323692,0.11598023399710655,0.6639280629447273,0.3352104639469183,High Woody Cover,PLAZA,SANTIAGO,20.67831039428711,30.738794326782227,29.00609588623047,2.74,NA,1,NA,NA,NA,P5 — Intermediate
Good condition,408,Plaza Ercilla,15242.40045573,Lawn Park,0.08633841574192047,0.0349925197660923,0.12133093550801277,0.7110084047423263,0.28816808187879994,High Woody Cover,PLAZA,SANTIAGO,20.0732421875,31.567651748657227,29.38932991027832,1.52,NA,5,NA,NA,NA,P5 — Intermediate
Good condition,418,Plaza Presidente Anibal Pinto,17948.6008636,Lawn Park,0.10040923953056335,0.040893979370594025,0.14130321890115738,0.7100916111446564,0.2892011913758444,High Woody Cover,PLAZA,INDEPENDENCIA,20.309120178222656,31.752281188964844,29.568857192993164,1.79,NA,5,NA,NA,NA,P5 — Intermediate
Good condition,423,Plaza Roosvelt,16720.90212251,Lawn Park,0.06516063213348389,0.027654169127345085,0.09281480126082897,0.7012944250998931,0.29762932010923354,High Woody Cover,PLAZA,CERRO NAVIA,19.025604248046875,32.105899810791016,29.818683624267578,1.67,NA,3,NA,NA,NA,P5 — Intermediate
Good condition,450,Plaza Santa Elena,13599.44400094,Lawn Park,0.080851711332798,0.03093007765710354,0.11178178898990154,0.7226530078107322,0.2764531916797942,High Woody Cover,PLAZA,SAN JOAQUIN,19.36870574951172,31.554546356201172,29.59174919128418,1.36,NA,7,NA,NA,NA,P5 — Intermediate
Good condition,462,Plaza Los Bomberos,10261.03921864,Lawn Park,0.06544464826583862,0.026143517345190048,0.09158816561102867,0.7137742131681021,0.2851351335362018,High Woody Cover,PLAZA,LA CISTERNA,19.051898956298828,31.310440063476562,28.403230667114258,1.03,NA,6,NA,NA,NA,P5 — Intermediate
Good condition,476,Plaza Arturo Prat,12236.63912584,Lawn Park,0.07986561954021454,0.02999992109835148,0.10986554063856602,0.7262786057926665,0.27281201842088887,High Woody Cover,PLAZA,LA CISTERNA,18.23874282836914,31.4423828125,28.734764099121094,1.22,NA,8,NA,NA,NA,P5 — Intermediate
Good condition,483,Plaza Las Torres,11860.3078647,Lawn Park,0.08153980225324631,0.03275701403617859,0.1142968162894249,0.7127803456256154,0.28634550417297516,High Woody Cover,PLAZA,CERRILLOS,18.45693016052246,31.03693389892578,28.542362213134766,1.19,NA,5,NA,NA,NA,P5 — Intermediate
Good condition,485,Plaza Pucará,13817.47757955,Lawn Park,0.09688783437013626,0.03426375985145569,0.13115159422159195,0.7381840574565565,0.2610540470358647,High Woody Cover,PLAZA,NUNOA,18.84018325805664,31.700525283813477,29.236291885375977,1.38,NA,8,NA,NA,NA,P5 — Intermediate
Good condition,487,Plaza La Alcaldesa,12850.67215537,Lawn Park,0.08006312698125839,0.034908462315797806,0.1149715892970562,0.6957679777462376,0.30336299801753797,High Woody Cover,PLAZA,PROVIDENCIA,20.119043350219727,31.515647888183594,29.230499267578125,1.29,NA,2,NA,NA,NA,P5 — Intermediate
Good condition,498,Plaza Cívica Huechuraba,15739.08853295,Lawn Park,0.0716577023267746,0.029606124386191368,0.10126382671296597,0.7069356460829876,0.2920778086844298,High Woody Cover,PLAZA,HUECHURABA,19.242042541503906,32.53868103027344,30.869035720825195,1.57,NA,4,NA,NA,NA,P5 — Intermediate
Good condition,515,Plaza Río de Janeiro,10814.14219607,Lawn Park,0.06831046938896179,0.031889960169792175,0.10020042955875397,0.6810585925651186,0.31794440273171193,High Woody Cover,PLAZA,PROVIDENCIA,20.207935333251953,32.10602951049805,29.399999618530273,1.08,NA,1,NA,NA,NA,P5 — Intermediate
Good condition,516,Plaza Pedro de Valdivia,11561.58392402,Lawn Park,0.06659121066331863,0.02708040364086628,0.09367161430418491,0.71014252188625,0.288791057313148,High Woody Cover,PLAZA,PROVIDENCIA,20.08736801147461,31.88205909729004,29.339237213134766,1.16,NA,5,NA,NA,NA,P5 — Intermediate
Good condition,523,Plaza Porto Alegre,17054.89766038,Lawn Park,0.06678713113069534,0.027381764724850655,0.094168895855546,0.7084747362803246,0.2904644684372819,High Woody Cover,PLAZA,LA PINTANA,18.364234924316406,31.193748474121094,28.25506591796875,1.71,NA,4,NA,NA,NA,P5 — Intermediate
Good condition,552,Plaza Guarello,12800.41395076,Lawn Park,0.07315918058156967,0.032207097858190536,0.10536627843976021,0.6936736714698474,0.30537815816253017,High Woody Cover,PLAZA,SAN BERNARDO,18.005247116088867,30.471208572387695,27.350669860839844,1.28,NA,1,NA,NA,NA,P5 — Intermediate
Good condition,520,PARQUE SAN ESTEBAN DE HUNGRIA,3559.18561751,Urban Park,0.07634155452251434,0.027666984125971794,0.10400853864848614,0.7332881194334624,0.26575134455961463,High Woody Cover,BANDEJON,NUNOA,20.138290405273438,32.19033432006836,29.34108543395996,0.36,7,8,9,NA,8.5,P1 — Forest + Hot
Good condition,416,"Parque Forestal, Sector 1b",5766.13527995,Urban Park,0.15985502302646637,0.03998829051852226,0.19984331354498863,0.799501719723665,0.1999981385200192,High Woody Cover,PARQUE,SANTIAGO,19.719266891479492,31.74711799621582,29.15123176574707,0.58,7,10,6,NA,8,P5 — Intermediate
Good condition,417,"Parque Forestal, Sector 2b",6114.03292404,Urban Park,0.18445676565170288,0.03964401036500931,0.2241007760167122,0.8227302729672679,0.1768236982464958,High Woody Cover,PARQUE,SANTIAGO,19.44017219543457,31.80326271057129,28.998729705810547,0.61,7,10,6,NA,8,P5 — Intermediate
Good condition,519,PARQUE SAN ESTEBAN DE HUNGRIA,5684.41691493,Urban Park,0.07025603950023651,0.02701488696038723,0.09727092646062374,0.7215299479423939,0.2774430514565546,High Woody Cover,BANDEJON,PROVIDENCIA,20.19423484802246,32.01896667480469,29.221464157104492,0.57,7,7,9,NA,8,P5 — Intermediate
Good condition,342,PARQUE MANUTARA,9585.81599727,Urban Park,0.07034896314144135,0.025986772030591965,0.09633573517203331,0.7294906086000658,0.26947243139935345,High Woody Cover,PLAZA,LA FLORIDA,19.05704689025879,31.361404418945312,29.015439987182617,0.96,7,8,5,NA,6.5,P5 — Intermediate
Good condition,354,PARQUE AVENIDA PERÚ,7481.89734211,Urban Park,0.07456333190202713,0.02770560421049595,0.10226893611252308,0.7283784977511902,0.2706446434105965,High Woody Cover,BANDEJON,RECOLETA,19.289512634277344,31.461896896362305,29.30937385559082,0.75,7,8,5,NA,6.5,P5 — Intermediate
Good condition,296,PARQUE QUILIN 1,6166.01201664,Urban Park,0.09467100352048874,0.03404516726732254,0.12871617078781128,0.7349310489630438,0.2642926509855852,High Woody Cover,PLAZA,PENALOLEN,17.428165435791016,31.858291625976562,29.5142879486084,0.62,7,8,4,NA,6,P5 — Intermediate
Good condition,151,PARQUE DE LA MUJER A,8803.64241768,Urban Park,0.07846560329198837,0.029509998857975006,0.10797560214996338,0.7260251317694366,0.27304959001780593,High Woody Cover,PARQUE,RECOLETA,18.733850479125977,32.29999923706055,29.700000762939453,0.88,7,8,3,NA,5.5,P3 — Forest + Cool
Good condition,341,PARQUE ENTRE LAGOS,7222.78016077,Urban Park,0.06830135732889175,0.027126498520374298,0.09542785584926605,0.714988907912524,0.28396427700813626,High Woody Cover,PLAZA,LA FLORIDA,18.922903060913086,31.610633850097656,29.33200454711914,0.72,7,6,5,NA,5.5,P5 — Intermediate
Good condition,89,PARQUE REPUBLICA,5658.54013646,Urban Park,0.07078008353710175,0.027111884206533432,0.09789196774363518,0.7223049517923278,0.2766745564030621,High Woody Cover,PLAZA,MAIPU,18.437793731689453,31.284120559692383,28.60000228881836,0.57,7,7,3,NA,5,P5 — Intermediate
Good condition,112,PARQUE VESPUCIO,5117.74526244,Urban Park,0.07414932548999786,0.028749331831932068,0.10289865732192993,0.7199057484627072,0.2791233650946915,High Woody Cover,PLAZA,PENALOLEN,17.91480827331543,31.870317459106445,29.87421989440918,0.51,7,7,3,NA,5,P5 — Intermediate
Good condition,182,PARQUE  POZO ALMONTE,5451.66174836,Urban Park,0.06888303905725479,0.026590948924422264,0.09547398798167706,0.7207299863898186,0.2782237038128004,High Woody Cover,PLAZA,LA FLORIDA,18.746246337890625,31.10102081298828,29.374406814575195,0.55,7,7,3,NA,5,P5 — Intermediate
Good condition,252,PARQUE CARLOS MARTINEZ,6139.97249317,Urban Park,0.07658243924379349,0.02990042231976986,0.10648286156356335,0.7185248934053214,0.28053686944723283,High Woody Cover,PLAZA,CERRILLOS,19.215843200683594,31.898591995239258,28.760122299194336,0.61,7,6,4,NA,5,P5 — Intermediate
Good condition,308,PARQUE ALFREDO ARTEAGA,6708.90486009,Urban Park,0.07283521443605423,0.024582205340266228,0.09741741977632046,0.7468943969510189,0.25208014523611677,High Woody Cover,BANDEJON,LO BARNECHEA,17.301002502441406,30.814250946044922,28.71214485168457,0.67,6,9,1,NA,5,P3 — Forest + Cool
Good condition,329,PARQUE SANTA ELENA,6653.06520496,Urban Park,0.06551247835159302,0.02618470788002014,0.09169718623161316,0.7136654296385372,0.2852452123527359,High Woody Cover,PLAZA,EL BOSQUE,18.929290771484375,31.48661231994629,29.02435302734375,0.67,7,6,4,NA,5,P5 — Intermediate
Good condition,46,PARQUE LAS ROSAS,9103.51751354,Urban Park,0.0801159143447876,0.030855095013976097,0.1109710093587637,0.7213035589332772,0.27779611612525223,High Woody Cover,VEREDA,CONCHALI,18.78404998779297,32.42158126831055,30.395679473876953,0.91,7,7,2,NA,4.5,P5 — Intermediate
Good condition,289,PARQUE UNO,5749.96385799,Urban Park,0.07430411875247955,0.030399905517697334,0.10470402427017689,0.7089815421679717,0.29006429599810657,High Woody Cover,PLAZA,PENALOLEN,18.13289451599121,32.23194122314453,29.716249465942383,0.57,7,5,4,NA,4.5,P5 — Intermediate
Good condition,330,PARQUE EL POETA,6173.21109268,Urban Park,0.06833580881357193,0.028063559904694557,0.09639936871826649,0.7081477290600819,0.2908159947307756,High Woody Cover,PLAZA,EL BOSQUE,18.822813034057617,31.103233337402344,29.0216007232666,0.62,7,4,5,NA,4.5,P5 — Intermediate
Good condition,343,PARQUE URBANO Y VEREDON A. VESPUCIO NORORIENTE,8907.8742059,Urban Park,0.08503621816635132,0.034881748259067535,0.11991796642541885,0.7085290702637778,0.29063772115105474,High Woody Cover,PLAZA,LA FLORIDA,18.902454376220703,31.559690475463867,28.965696334838867,0.89,7,4,5,NA,4.5,P5 — Intermediate
Good condition,69,PARQUE ALEJANDRO SERANI,5119.83421882,Urban Park,0.0707489624619484,0.02786378562450409,0.09861274808645248,0.7167155593721953,0.28227140024610625,High Woody Cover,PLAZA,VITACURA,17.814268112182617,31.597936630249023,29.86629295349121,0.51,7,6,2,NA,4,P5 — Intermediate
Good condition,283,PARQUE ESPERANZA,5844.12703589,Urban Park,0.07384868711233139,0.03046160563826561,0.104310292750597,0.7072931716486269,0.29174906837038284,High Woody Cover,VEREDA,MAIPU,18.556041717529297,30.928991317749023,28.722993850708008,0.58,7,4,4,NA,4,P5 — Intermediate
Good condition,305,PARQUE ESTERO EL GUINDO,5823.26312706,Urban Park,0.09046196192502975,0.034576065838336945,0.1250380277633667,0.7228974560482236,0.2763034263550928,High Woody Cover,PLAZA,LO BARNECHEA,17.07742691040039,30.466218948364258,28.399999618530273,0.58,6,7,1,NA,4,P5 — Intermediate
Good condition,42,PARQUE ARMANDO PESANTES,7288.09888744,Urban Park,0.06762991845607758,0.028080234304070473,0.09571015276014805,0.705874236787649,0.2930820324894666,High Woody Cover,VEREDA,MACUL,18.686677932739258,31.816408157348633,29.468801498413086,0.73,7,4,2,NA,3,P5 — Intermediate
Good condition,276,PARQUE RAMIREZ,7858.81026025,Urban Park,0.07172853499650955,0.031108343973755836,0.10283687897026539,0.6968205730934317,0.30220795777907616,High Woody Cover,PLAZA,MAIPU,18.170671463012695,31.63178253173828,28.41107177734375,0.79,7,2,4,NA,3,P5 — Intermediate
Good condition,288,PARQUE LAS AMERICAS,8005.04461006,Urban Park,0.06797076761722565,0.02774891071021557,0.09571967832744122,0.7093612586023461,0.2895951144334903,High Woody Cover,PLAZA,LA PINTANA,18.07585906982422,31.030176162719727,28.139217376708984,0.8,6,5,1,NA,3,P5 — Intermediate
Good condition,179,PARQUE MÓNACO,6546.53234652,Urban Park,0.06895066797733307,0.02961585856974125,0.09856652654707432,0.6988253300316226,0.3001611550155398,High Woody Cover,PLAZA,LA FLORIDA,18.334081649780273,31.496706008911133,28.62369155883789,0.65,7,2,3,NA,2.5,P4 — Grass + Cool
Good condition,181,PARQUE IGNACIO CARRERA PINTO,7807.29645544,Urban Park,0.07770273089408875,0.03342626988887787,0.11112900078296661,0.6985833761619836,0.3005175777322698,High Woody Cover,PARQUE,LA FLORIDA,18.88062858581543,31.323823928833008,28.846267700195312,0.78,7,2,3,NA,2.5,P4 — Grass + Cool
Good condition,291,PARQUE JUAN PABLO II SECTOR NORTE,5450.78879104,Urban Park,0.06680861115455627,0.03123573400080204,0.09804434515535831,0.6807178859750003,0.31826320662038354,High Woody Cover,PLAZA,PENALOLEN,19.40958023071289,32.45380783081055,29.734811782836914,0.55,7,1,4,NA,2.5,P5 — Intermediate
Good condition,7,PARQUE BERNARDO LEIGHTON,86066.93058628,Urban Park,0.11493702977895737,0.05432388186454773,0.1692609116435051,0.6786514589676581,0.320758086015127,High Woody Cover,PARQUE,ESTACION CENTRA,18.712020874023438,31.372840881347656,29.119516372680664,8.61,NA,1,NA,NA,NA,P5 — Intermediate
Good condition,8,PARQUE MONTEGRANDE,25225.99658343,Urban Park,0.08515524119138718,0.03356429189443588,0.11871953308582306,0.7166771235322037,0.28248126400389467,High Woody Cover,PLAZA,LAS CONDES,18.155778884887695,31.273006439208984,29.2109432220459,2.52,NA,6,NA,NA,NA,P5 — Intermediate
Good condition,9,PARQUE MAPUHUE,52735.25515493,Urban Park,0.15752410888671875,0.061701882630586624,0.21922599151730537,0.7182190664998759,0.281324991186547,High Woody Cover,PARQUE,LA PINTANA,17.748960494995117,31.22043228149414,28.290451049804688,5.27,NA,6,NA,NA,NA,P5 — Intermediate
Good condition,10,PARQUE ARAUCANO,228423.12644204,Urban Park,0.13990502059459686,0.04312006011605263,0.1830250807106495,0.7639861238650136,0.23546780129033967,High Woody Cover,PARQUE,LAS CONDES,18.444747924804688,31.26415252685547,29.080278396606445,22.84,NA,9,NA,NA,NA,P5 — Intermediate
Good condition,11,PARQUE ANDRE JARLAN,111975.38486333,Urban Park,0.16755282878875732,0.04937268793582916,0.2169255167245865,0.772042068220891,0.22749715646794177,High Woody Cover,PARQUE,PAC,17.753101348876953,31.464130401611328,28.44976234436035,11.2,NA,9,NA,NA,NA,P5 — Intermediate
Good condition,12,PARQUE VIOLETA PARRA,26678.54422629,Urban Park,0.10110309720039368,0.036766570061445236,0.1378696672618389,0.7327922086564156,0.2664829943502699,High Woody Cover,PARQUE,LO ESPEJO,18.919633865356445,31.47638702392578,28.77468490600586,2.67,NA,8,NA,NA,NA,P5 — Intermediate
Good condition,13,PARQUE JUAN PABLO II (EX ARAUCANO ORIENTE),75127.77794976,Urban Park,0.18665531277656555,0.05728626251220703,0.24394157528877258,0.7648504667931999,0.2347397669615131,High Woody Cover,PARQUE,LAS CONDES,18.12278175354004,30.588220596313477,28.795698165893555,7.51,NA,9,NA,NA,NA,P5 — Intermediate
Good condition,14,PARQUE GANDARILLAS,68002.30405362,Urban Park,0.17052334547042847,0.03994626924395561,0.21046961471438408,0.8098193355281852,0.1897057621449258,High Woody Cover,PARQUE,LAS CONDES,17.334943771362305,30.758365631103516,29.289731979370117,6.8,NA,10,NA,NA,NA,P5 — Intermediate
Good condition,18,PARQUE INES DE SUAREZ,44387.83114595,Urban Park,0.10759326070547104,0.04032621160149574,0.14791947230696678,0.7268858551416886,0.2724385580693475,High Woody Cover,PARQUE,PROVIDENCIA,18.787416458129883,31.627365112304688,29.360639572143555,4.44,NA,8,NA,NA,NA,P5 — Intermediate
Good condition,21,PARQUE BALMACEDA,60951.99127872,Urban Park,0.11122466623783112,0.04062127321958542,0.15184593945741653,0.7320015699991923,0.26734030119291013,High Woody Cover,PARQUE,PROVIDENCIA,20.11966896057129,31.875747680664062,29.40140724182129,6.1,NA,8,NA,NA,NA,P5 — Intermediate
Good condition,28,PARQUE SANTA MARIA/SIN NOMBRE I,17277.69030113,Urban Park,0.10836406797170639,0.037924982607364655,0.14628905057907104,0.7402470850316383,0.259069803768416,High Woody Cover,PLAZA,PROVIDENCIA,18.886608123779297,31.572551727294922,29.11515998840332,1.73,NA,9,NA,NA,NA,P5 — Intermediate
Good condition,31,PARQUE AUGUSTO ERRAZURIZ,10217.37242069,Urban Park,0.08624159544706345,0.036134667694568634,0.12237626314163208,0.704149467291742,0.29503404796717503,High Woody Cover,PLAZA,PROVIDENCIA,19.727989196777344,32.85172653198242,29.932796478271484,1.02,NA,3,NA,NA,NA,P5 — Intermediate
Good condition,37,PARQUE METROPOLITANO DE SANTIAGO,573707.21522856,Urban Park,0.5100200772285461,0.05193537473678589,0.561955451965332,0.9074195000602975,0.09240258155166743,High Woody Cover,PARQUE,HUECHURABA,19.720272064208984,31.66522789001465,30.258211135864258,57.37,NA,10,NA,NA,NA,P5 — Intermediate
Good condition,38,PARQUE METROPOLITANO DE SANTIAGO,1573622.46812685,Urban Park,0.4890455901622772,0.042088404297828674,0.5311339944601059,0.9205841404394596,0.07922761859508483,High Woody Cover,PARQUE,PROVIDENCIA,20.05418586730957,31.647064208984375,29.631044387817383,157.36,NA,10,NA,NA,NA,P5 — Intermediate
