park_id,name,area_m2,greenspace_type,mean_woody,mean_grass,total_veg_idx,woody_ratio,grass_ratio,structure_cat,condition,clase,comuna,temp_am_c,temp_af_c,temp_pm_c,area_ha,stgohot_decile_mean,woody_decile,temp_decile,length_decile,priority_score,sampling_priority
29,PARQUE VECINAL DEL FERROCARRIL,7037.04909169,Urban Park,0.07247614115476608,0.029872315004467964,0.10234845615923405,0.7074400520210625,0.2915838473743117,High Woody Cover,Poor condition,VEREDA,PAC,19.878345489501953,32.0618896484375,29.10284423828125,0.7,7,3,3,NA,3,P4 — Grass + Cool
42,PARQUE ARMANDO PESANTES,7288.09888744,Urban Park,0.06762991845607758,0.028080234304070473,0.09571015276014805,0.705874236787649,0.2930820324894666,High Woody Cover,Good condition,VEREDA,MACUL,18.686677932739258,31.816408157348633,29.468801498413086,0.73,7,3,3,NA,3,P4 — Grass + Cool
288,PARQUE LAS AMERICAS,8005.04461006,Urban Park,0.06797076761722565,0.02774891071021557,0.09571967832744122,0.7093612586023461,0.2895951144334903,High Woody Cover,Good condition,PLAZA,LA PINTANA,18.07585906982422,31.030176162719727,28.139217376708984,0.8,6,4,2,NA,3,P5 — Intermediate
91,PARQUE BAGDAD PONIENTE,5247.91667738,Urban Park,0.0678785890340805,0.0273068118840456,0.0951854009181261,0.7123713431442149,0.28657917814197953,High Woody Cover,NA,NA,NA,18.399999618530273,31.399999618530273,28.034547805786133,0.52,6,4,1,NA,2.5,P5 — Intermediate
64,PARQUE DIDACTICO,8421.46887391,Urban Park,0.08303004503250122,0.03430040180683136,0.11733044683933258,0.707057217844894,0.29209121424668427,High Woody Cover,Poor condition,PLAZA,CERRILLOS,17.72072410583496,30.888113021850586,28.111379623413086,0.84,6,3,1,NA,2,P4 — Grass + Cool
326,PARQUE 4 DE SEPTIEMB,9075.66792451,Urban Park,0.06655070930719376,0.028353692963719368,0.09490440227091312,0.700501321164242,0.2984460960331754,High Woody Cover,Poor condition,PLAZA,EL BOSQUE,18.389368057250977,31.11814308166504,28.188335418701172,0.91,6,2,2,NA,2,P4 — Grass + Cool
511,Parque Brasilia,9138.01298146,Urban Park,0.10921410471200943,0.04747625067830086,0.1566903553903103,0.6965613697356217,0.3028008359322522,High Woody Cover,NA,NA,NA,17.645374298095703,31.05864906311035,29.102550506591797,0.91,6,2,2,NA,2,P4 — Grass + Cool
5,CENTRO DEPORTIVO RECREATIVO PARQUE PADRE ALBERTO HURTADO,45670.70204191,Urban Park,0.17447148263454437,0.11158709973096848,0.28605858236551285,0.6097020791488631,0.3899484642694983,High Woody Cover,NA,NA,NA,16.83295249938965,30.793624877929688,28.91305923461914,4.57,NA,1,NA,NA,NA,P5 — Intermediate
6,PARQUE LA PERGOLA,83667.95672142,Urban Park,0.1357651799917221,0.04591154679656029,0.1816767267882824,0.7468787803064003,0.2525710942635359,High Woody Cover,Poor condition,PARQUE,ESTACION CENTRA,17.620807647705078,32.17408752441406,29.081247329711914,8.37,NA,8,NA,NA,NA,P5 — Intermediate
7,PARQUE BERNARDO LEIGHTON,86066.93058628,Urban Park,0.11493702977895737,0.05432388186454773,0.1692609116435051,0.6786514589676581,0.320758086015127,High Woody Cover,Good condition,PARQUE,ESTACION CENTRA,18.712020874023438,31.372840881347656,29.119516372680664,8.61,NA,1,NA,NA,NA,P5 — Intermediate
